"","Source","Type","Session","Issue","Action","Vote","Last","First","Party","City","Role","District"
"27.149","sv0150","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," SB  178","PASSAGE                                     ","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.149","sv0150","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," SB  178","PASSAGE                                     ","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.149","sv0150","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," SB  178","PASSAGE                                     ","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.149","sv0150","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," SB  178","PASSAGE                                     ","Nay","Wirch","Robert","D","Kenosha","Senator",22
"26.149","sv0150","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," SB  178","PASSAGE                                     ",NA,"Roth","Roger","R","Appleton","Senator",19
"1.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.46","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Kapenga","Chris","R","Delafield","Senator",33
"13.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Larson","Chris","D","Milwaukee","Senator",7
"14.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Miller","Mark","D","Monona","Senator",16
"20.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Risser","Fred","D","Madison","Senator",26
"27.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"28.122","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Stroebel","Duey","R","Saukville","Senator",20
"29.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Taylor","Lena","D","Milwaukee","Senator",4
"30.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"34.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE","Aye","Wirch","Robert","D","Kenosha","Senator",22
"26.150","sv0151","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","SB 227","PASSAGE",NA,"Roth","Roger","R","Appleton","Senator",19
"2.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"11.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.47","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Kapenga","Chris","R","Delafield","Senator",33
"14.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"20.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"28.123","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Stroebel","Duey","R","Saukville","Senator",20
"30.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"1.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Bewley","Janet","D","Ashland","Senator",25
"10.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"13.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Larson","Chris","D","Milwaukee","Senator",7
"19.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Miller","Mark","D","Monona","Senator",16
"24.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Risser","Fred","D","Madison","Senator",26
"27.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"34.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE","Nay","Wirch","Robert","D","Kenosha","Senator",22
"26.151","sv0152","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 220","CONCURRENCE",NA,"Roth","Roger","R","Appleton","Senator",19
"1.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.48","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Kapenga","Chris","R","Delafield","Senator",33
"13.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Larson","Chris","D","Milwaukee","Senator",7
"14.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Miller","Mark","D","Monona","Senator",16
"20.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Risser","Fred","D","Madison","Senator",26
"27.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Taylor","Lena","D","Milwaukee","Senator",4
"30.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"34.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Aye","Wirch","Robert","D","Kenosha","Senator",22
"28.124","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE","Nay","Stroebel","Duey","R","Saukville","Senator",20
"26.152","sv0153","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION","AB 253","CONCURRENCE",NA,"Roth","Roger","R","Appleton","Senator",19
"1.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.49","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Kapenga","Chris","R","Delafield","Senator",33
"13.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Larson","Chris","D","Milwaukee","Senator",7
"14.153","sv0154","Wisconsin Senate Roll Call","NOVEMBER 2015 EXTRAORDINARY SESSION"," AB  344","CONCURRENCE                                 ","Aye","Lasee","Frank","R","De Pere","Senator",1
